product_id,external_product_id,platform_id,country_id,shop_id,category_id,product_title,product_title_translated,brand,description,main_image_url,url,is_ad,first_seen_date,last_updated
227,SH_PH_64797,13,6,36,7,Charlotte Tilbury Makeup Basic Edition,Charlotte Tilbury Makeup Basic Edition 传统版,Charlotte Tilbury,在Philippines广受欢迎的Charlotte Tilbury产品，官方授权,/images/products/makeup/charlotte_tilbury_4.jpg,https://shopee.ph/product/PROD11498785,False,2025-04-19,2025-05-30
228,LZD_99965,2,8,74,5,MUJI Home & Living Deluxe Edition,MUJI Home & Living Deluxe Edition (传统销售),MUJI,MUJI品牌畅销产品，东南亚市场专供,/images/products/home_&_living/muji_4.jpg,https://lazada.co.id/product/PROD46801628,False,2025-07-12,2025-08-18
229,BUKA_61176,8,1,15,3,OPPO Mobile Phones Premium Edition,OPPO Mobile Phones Premium Edition (本土销售),OPPO,节日特供的OPPO产品，专为东南亚气候设计,/images/products/mobile_phones/oppo_12.jpg,https://bukalapak.com/product/PROD52814209,False,2025-01-10,2025-01-23
230,SHOPEE_57584,1,7,85,12,Mattel Toys & Games Standard Edition,Mattel Toys & Games Standard Edition (高棉销售),Mattel,节日特供的Mattel产品，专为东南亚气候设计,/images/products/toys_&_games/mattel_10.jpg,https://shopee.co.id/product/PROD65927451,False,2025-08-11,2025-10-05
231,TIKI_99710,4,3,4,13,Blackmores Health & Wellness Deluxe Edition,Blackmores Health & Wellness Deluxe Edition (越南销售),Blackmores,节日特供的Blackmores产品，本地化适配,/images/products/health_&_wellness/blackmores_16.jpg,https://tiki.vn/product/PROD14694763,True,2025-08-11,2025-08-18
232,SHOPEE_49498,1,9,94,3,Samsung Mobile Phones Standard Edition,Samsung Mobile Phones Standard Edition (缅甸销售),Samsung,在Myanmar广受欢迎的Samsung产品，正品保障,/images/products/mobile_phones/samsung_4.jpg,https://shopee.co.id/product/PROD31376274,False,2025-05-06,2025-06-06
233,Q10_83890,17,5,54,9,Nike Sports & Outdoors Deluxe Edition,Nike Sports & Outdoors Deluxe Edition (新加坡销售),Nike,在Singapore销量领先的Nike产品，正品保障,/images/products/sports_&_outdoors/nike_19.jpg,https://qoo10.sg/product/PROD29711677,True,2025-05-20,2025-05-21
234,PLAT9_55422,9,3,80,5,Lock&Lock Home & Living Deluxe Edition,Lock&Lock Home & Living Deluxe Edition (本地销售),Lock&Lock,在Vietnam备受好评的Lock&Lock产品，正品保障,/images/products/home_&_living/lock&lock_11.jpg,https://example.com/product/PROD90188597,True,2025-07-07,2025-09-02
235,TIKI_96957,4,3,40,3,Samsung Mobile Phones Basic Edition,Samsung Mobile Phones Basic Edition (越南销售),Samsung,Samsung品牌热门产品，适合本地使用,/images/products/mobile_phones/samsung_12.jpg,https://tiki.vn/product/PROD37196826,False,2025-03-07,2025-04-19
236,LZD_81952,2,7,5,1,Panasonic Model 58 4GB RAM 128GB,Panasonic Model 58 4GB RAM 128GB (传统销售),Panasonic,在Cambodia广受欢迎的Panasonic产品，质量保证,/images/products/electronics/panasonic_13.jpg,https://lazada.co.id/product/PROD83205426,True,2025-06-02,2025-06-19
237,SHOPEE_77152,1,9,88,11,Faber-Castell Books & Stationery Basic Edition,Faber-Castell Books & Stationery Basic Edition (缅甸销售),Faber-Castell,在Myanmar销量领先的Faber-Castell产品，正品保障,/images/products/books_&_stationery/faber-castell_17.jpg,https://shopee.co.id/product/PROD65779819,True,2025-05-26,2025-06-30
238,PLAT14_62446,14,6,83,7,Huda Beauty Makeup Deluxe Edition,Huda Beauty Makeup Deluxe Edition 传统版,Huda Beauty,在Philippines广受欢迎的Huda Beauty产品，官方授权,/images/products/makeup/huda_beauty_13.jpg,https://example.com/product/PROD71779502,False,2025-11-22,2026-01-02
239,LZD_59419,2,7,19,1,Toshiba Model 39 4GB RAM 128GB,Toshiba Model 39 4GB RAM 128GB (柬埔寨销售),Toshiba,节日特供的Toshiba产品，本地化适配,/images/products/electronics/toshiba_17.jpg,https://lazada.co.id/product/PROD29297972,True,2025-11-16,2025-12-17
240,BUKA_99271,8,1,97,1,Philips Smart Refrigerator,Philips Smart Refrigerator (传统销售),Philips,Philips品牌优质产品，符合当地标准,/images/products/electronics/philips_1.jpg,https://bukalapak.com/product/PROD93768723,True,2025-07-29,2025-09-19
241,SHOPEE_94455,1,9,12,8,Indomie Food & Beverages Premium Edition,缅甸Indomie Food & Beverages Premium Edition,Indomie,在Myanmar备受好评的Indomie产品，质量保证,/images/products/food_&_beverages/indomie_8.jpg,https://shopee.co.id/product/PROD44342246,True,2025-08-19,2025-09-01
242,LZD_62824,2,1,83,11,Moleskine Books & Stationery Basic Edition,Moleskine Books & Stationery Basic Edition (印尼销售),Moleskine,在Indonesia销量领先的Moleskine产品，官方授权,/images/products/books_&_stationery/moleskine_12.jpg,https://lazada.co.id/product/PROD92242158,False,2025-03-18,2025-03-28
243,SHOPEE_66342,1,1,46,14,Michelin Automotive Standard Edition,Michelin Automotive Standard Edition (本土销售),Michelin,在Indonesia销量领先的Michelin产品，质量保证,/images/products/automotive/michelin_7.jpg,https://shopee.co.id/product/PROD61445469,False,2025-12-23,2026-02-12
244,SHOPEE_83818,1,7,28,10,Cotton Dress by Batik Semar,传统传统服饰 - Cotton Dress by Batik Semar,Batik Semar,Batik Semar品牌热门产品，符合当地标准,/images/products/traditional_clothing/batik_semar_3.jpg,https://shopee.co.id/product/PROD39687606,True,2025-07-01,2025-07-14
245,PLAT10_31094,10,3,52,8,Coca-Cola Food & Beverages Basic Edition,本地Coca-Cola Food & Beverages Basic Edition,Coca-Cola,在Vietnam广受欢迎的Coca-Cola产品，官方授权,/images/products/food_&_beverages/coca-cola_4.jpg,https://example.com/product/PROD40694205,False,2025-07-11,2025-08-04
246,SHOPEE_80482,1,8,90,13,Guardian Health & Wellness Premium Edition,Guardian Health & Wellness Premium Edition (老挝销售),Guardian,Guardian品牌经典产品，适合本地使用,/images/products/health_&_wellness/guardian_9.jpg,https://shopee.co.id/product/PROD42212803,False,2025-05-31,2025-07-03
247,SHOPEE_42654,1,7,68,6,Neutrogena Sunscreen & Skincare Premium Edition,Neutrogena Sunscreen & Skincare Premium Edition 传统版,Neutrogena,Neutrogena品牌优质产品，东南亚市场专供,/images/products/sunscreen_&_skincare/neutrogena_4.jpg,https://shopee.co.id/product/PROD40848871,False,2025-12-09,2025-12-24
248,PLAT18_69930,18,4,82,5,MUJI Home & Living Deluxe Edition,MUJI Home & Living Deluxe Edition (大马销售),MUJI,MUJI品牌畅销产品，符合当地标准,/images/products/home_&_living/muji_7.jpg,https://example.com/product/PROD55259968,False,2025-08-23,2025-09-11
249,PLAT14_38514,14,6,70,10,Batik Semar Casual Dress,菲式传统服饰 - Batik Semar Casual Dress,Batik Semar,在Philippines广受欢迎的Batik Semar产品，官方授权,/images/products/traditional_clothing/batik_semar_18.jpg,https://example.com/product/PROD44902841,True,2025-11-24,2026-01-07
250,SH_MY_32412,11,4,23,10,Sarong Modern Dress,马来西亚传统服饰 - Sarong Modern Dress,Sarong,Sarong品牌经典产品，适合本地使用,/images/products/traditional_clothing/sarong_15.jpg,https://shopee.com.my/product/PROD11008740,False,2025-04-18,2025-05-07
251,LZD_32376,2,8,100,3,Realme Mobile Phones Basic Edition,Realme Mobile Phones Basic Edition (传统销售),Realme,全新上市的Realme产品，本地化适配,/images/products/mobile_phones/realme_20.jpg,https://lazada.co.id/product/PROD40755681,False,2025-02-25,2025-03-09
252,LZD_69698,2,10,87,8,Milo Food & Beverages Basic Edition,传统Milo Food & Beverages Basic Edition,Milo,在Brunei备受好评的Milo产品，官方授权,/images/products/food_&_beverages/milo_14.jpg,https://lazada.co.id/product/PROD90403248,False,2025-01-15,2025-01-20
253,PLAT9_74530,9,3,39,15,Royal Canin Pet Supplies Deluxe Edition,Royal Canin Pet Supplies Deluxe Edition (本地销售),Royal Canin,Royal Canin品牌畅销产品，适合本地使用,/images/products/pet_supplies/royal_canin_16.jpg,https://example.com/product/PROD32816813,True,2025-11-05,2025-12-20
254,SHOPEE_46009,1,9,90,2,Polyester Jacket by Prada,Polyester Jacket by Prada (传统销售),Prada,节日特供的Prada产品，适合热带地区使用,/images/products/fashion/prada_19.jpg,https://shopee.co.id/product/PROD47616369,True,2025-11-20,2025-12-18
255,Q10_41147,17,5,67,13,Amway Health & Wellness Basic Edition,Amway Health & Wellness Basic Edition (优质销售),Amway,Amway品牌热门产品，符合当地标准,/images/products/health_&_wellness/amway_9.jpg,https://qoo10.sg/product/PROD70699307,False,2025-08-11,2025-08-18
256,PLAT14_27800,14,6,95,1,Sharp Smart Washing Machine,Sharp Smart Washing Machine (传统销售),Sharp,节日特供的Sharp产品，专为东南亚气候设计,/images/products/electronics/sharp_6.jpg,https://example.com/product/PROD53394303,False,2025-03-26,2025-05-13
257,PLAT10_81357,10,3,91,7,Fenty Beauty Makeup Premium Edition,Fenty Beauty Makeup Premium Edition 本地版,Fenty Beauty,全新上市的Fenty Beauty产品，本地化适配,/images/products/makeup/fenty_beauty_3.jpg,https://example.com/product/PROD83755714,True,2025-12-18,2026-02-08
258,PLAT21_14413,21,2,31,1,Samsung Washing Machine with AI Control,Samsung Washing Machine with AI Control (传统销售),Samsung,限时优惠的Samsung产品，适合热带地区使用,/images/products/electronics/samsung_4.jpg,https://example.com/product/PROD85671221,False,2025-05-14,2025-06-29
259,BLI_78351,7,1,27,13,Guardian Health & Wellness Standard Edition,Guardian Health & Wellness Standard Edition (印尼销售),Guardian,限时优惠的Guardian产品，专为东南亚气候设计,/images/products/health_&_wellness/guardian_5.jpg,https://blibli.com/product/PROD58734999,False,2025-05-30,2025-07-01
260,TIKI_47141,4,3,19,2,Prada Winter Collection Jacket,Prada Winter Collection Jacket (传统销售),Prada,在Vietnam销量领先的Prada产品，质量保证,/images/products/fashion/prada_5.jpg,https://tiki.vn/product/PROD41866607,True,2025-03-08,2025-04-18
261,SHOPEE_13782,1,9,56,3,Xiaomi Mobile Phones Deluxe Edition,Xiaomi Mobile Phones Deluxe Edition (传统销售),Xiaomi,全新上市的Xiaomi产品，本地化适配,/images/products/mobile_phones/xiaomi_3.jpg,https://shopee.co.id/product/PROD47343908,True,2025-06-04,2025-08-03
262,LZD_15616,2,7,47,3,Apple Mobile Phones Standard Edition,Apple Mobile Phones Standard Edition (传统销售),Apple,限时优惠的Apple产品，专为东南亚气候设计,/images/products/mobile_phones/apple_9.jpg,https://lazada.co.id/product/PROD28269314,True,2025-01-23,2025-03-14
263,LZD_70765,2,8,31,12,Xbox Toys & Games Standard Edition,Xbox Toys & Games Standard Edition (老挝销售),Xbox,Xbox品牌优质产品，东南亚市场专供,/images/products/toys_&_games/xbox_5.jpg,https://lazada.co.id/product/PROD11937774,False,2025-11-20,2025-12-16
264,SHOPEE_22618,1,7,45,7,Charlotte Tilbury Makeup Basic Edition,Charlotte Tilbury Makeup Basic Edition 柬埔寨版,Charlotte Tilbury,在Cambodia广受欢迎的Charlotte Tilbury产品，质量保证,/images/products/makeup/charlotte_tilbury_11.jpg,https://shopee.co.id/product/PROD25337631,False,2025-12-13,2026-02-08
265,SH_PH_99596,13,6,37,12,Nintendo Toys & Games Basic Edition,Nintendo Toys & Games Basic Edition (菲式销售),Nintendo,在Philippines广受欢迎的Nintendo产品，正品保障,/images/products/toys_&_games/nintendo_2.jpg,https://shopee.ph/product/PROD86265242,True,2025-06-07,2025-06-09
266,LZD_85470,2,10,85,3,Xiaomi Mobile Phones Basic Edition,Xiaomi Mobile Phones Basic Edition (文莱销售),Xiaomi,Xiaomi品牌热门产品，东南亚市场专供,/images/products/mobile_phones/xiaomi_10.jpg,https://lazada.co.id/product/PROD54340951,True,2025-06-29,2025-08-19
267,PLAT29_48252,29,5,61,6,La Roche-Posay Sunscreen & Skincare Standard Edition,La Roche-Posay Sunscreen & Skincare Standard Edition 优质版,La Roche-Posay,La Roche-Posay品牌优质产品，适合本地使用,/images/products/sunscreen_&_skincare/la_roche-posay_14.jpg,https://example.com/product/PROD98207356,False,2025-06-12,2025-07-08
268,Q10_37284,17,5,85,11,Faber-Castell Books & Stationery Deluxe Edition,Faber-Castell Books & Stationery Deluxe Edition (新加坡销售),Faber-Castell,节日特供的Faber-Castell产品，专为东南亚气候设计,/images/products/books_&_stationery/faber-castell_13.jpg,https://qoo10.sg/product/PROD84415967,True,2025-11-17,2025-11-24
269,PLAT18_62489,18,4,15,2,Silk Shoes by Uniqlo,Silk Shoes by Uniqlo (马来西亚销售),Uniqlo,限时优惠的Uniqlo产品，本地化适配,/images/products/fashion/uniqlo_12.jpg,https://example.com/product/PROD91540946,False,2025-03-07,2025-03-14
270,LZD_98883,2,7,30,1,Sony Model 24 8GB RAM 256GB,Sony Model 24 8GB RAM 256GB (柬埔寨销售),Sony,限时优惠的Sony产品，本地化适配,/images/products/electronics/sony_8.jpg,https://lazada.co.id/product/PROD70251759,False,2025-04-24,2025-04-29
271,SHOPEE_60284,1,8,70,2,Uniqlo Spring Collection T-Shirt,Uniqlo Spring Collection T-Shirt (老挝销售),Uniqlo,在Laos备受好评的Uniqlo产品，质量保证,/images/products/fashion/uniqlo_18.jpg,https://shopee.co.id/product/PROD99486858,False,2025-04-15,2025-04-19
272,PLAT25_89600,25,3,54,2,Levis Summer Collection Jacket,Levis Summer Collection Jacket (本地销售),Levis,Levis品牌优质产品，符合当地标准,/images/products/fashion/levis_14.jpg,https://example.com/product/PROD59319422,True,2025-09-11,2025-10-12
273,LZD_VN_52974,5,3,84,2,Nike Formal Shoes,Nike Formal Shoes (越南销售),Nike,Nike品牌畅销产品，东南亚市场专供,/images/products/fashion/nike_15.jpg,https://lazada.vn/product/PROD73150168,True,2025-03-26,2025-04-21
274,LZD_81641,2,7,60,9,Puma Sports & Outdoors Premium Edition,Puma Sports & Outdoors Premium Edition (传统销售),Puma,全新上市的Puma产品，适合热带地区使用,/images/products/sports_&_outdoors/puma_9.jpg,https://lazada.co.id/product/PROD54508246,True,2025-08-13,2025-10-09
275,TT_VN_35896,28,3,16,6,La Roche-Posay Sunscreen & Skincare Standard Edition,La Roche-Posay Sunscreen & Skincare Standard Edition 越南版,La Roche-Posay,La Roche-Posay品牌热门产品，符合当地标准,/images/products/sunscreen_&_skincare/la_roche-posay_10.jpg,https://tiktok.com/vn/product/PROD55002162,True,2025-10-30,2025-11-23
276,LZD_41168,2,7,49,5,MUJI Home & Living Premium Edition,MUJI Home & Living Premium Edition (高棉销售),MUJI,节日特供的MUJI产品，专为东南亚气候设计,/images/products/home_&_living/muji_14.jpg,https://lazada.co.id/product/PROD83671454,True,2025-10-06,2025-11-01
277,LZD_21368,2,10,42,5,Index Home & Living Premium Edition,Index Home & Living Premium Edition (传统销售),Index,节日特供的Index产品，专为东南亚气候设计,/images/products/home_&_living/index_2.jpg,https://lazada.co.id/product/PROD36381331,False,2025-06-18,2025-06-29
278,SHOPEE_46128,1,10,18,12,Xbox Toys & Games Premium Edition,Xbox Toys & Games Premium Edition (文莱销售),Xbox,Xbox品牌热门产品，适合本地使用,/images/products/toys_&_games/xbox_3.jpg,https://shopee.co.id/product/PROD79370250,True,2025-06-05,2025-07-08
279,TPD_20951,3,1,43,2,Adidas Casual Jacket,Adidas Casual Jacket (本土销售),Adidas,在Indonesia广受欢迎的Adidas产品，官方授权,/images/products/fashion/adidas_12.jpg,https://tokopedia.com/product/PROD53752814,True,2025-10-01,2025-10-11
280,SHOPEE_59500,1,1,13,9,Nike Sports & Outdoors Deluxe Edition,Nike Sports & Outdoors Deluxe Edition (印尼销售),Nike,限时优惠的Nike产品，专为东南亚气候设计,/images/products/sports_&_outdoors/nike_13.jpg,https://shopee.co.id/product/PROD69789436,True,2025-01-17,2025-03-17
281,SH_PH_32036,13,6,31,5,MUJI Home & Living Basic Edition,MUJI Home & Living Basic Edition (菲律宾销售),MUJI,限时优惠的MUJI产品，专为东南亚气候设计,/images/products/home_&_living/muji_11.jpg,https://shopee.ph/product/PROD74863414,True,2025-07-15,2025-08-22
282,LZD_52828,2,9,26,7,Fenty Beauty Makeup Basic Edition,Fenty Beauty Makeup Basic Edition 缅甸版,Fenty Beauty,Fenty Beauty品牌经典产品，符合当地标准,/images/products/makeup/fenty_beauty_10.jpg,https://lazada.co.id/product/PROD41908147,False,2025-10-20,2025-11-24
283,PLAT25_44419,25,3,59,10,Batik Parang Autumn Collection Shoes,本地传统服饰 - Batik Parang Autumn Collection Shoes,Batik Parang,Batik Parang品牌热门产品，符合当地标准,/images/products/traditional_clothing/batik_parang_7.jpg,https://example.com/product/PROD48196880,True,2025-03-23,2025-05-13
284,SH_PH_95171,13,6,19,5,Index Home & Living Basic Edition,Index Home & Living Basic Edition (菲律宾销售),Index,在Philippines销量领先的Index产品，正品保障,/images/products/home_&_living/index_2.jpg,https://shopee.ph/product/PROD90208666,False,2025-07-20,2025-09-13
285,SHOPEE_84370,1,10,49,14,Bosch Automotive Standard Edition,Bosch Automotive Standard Edition (文莱销售),Bosch,节日特供的Bosch产品，适合热带地区使用,/images/products/automotive/bosch_10.jpg,https://shopee.co.id/product/PROD15363200,True,2025-01-17,2025-03-07
286,PLAT10_39048,10,3,68,8,Coca-Cola Food & Beverages Basic Edition,传统Coca-Cola Food & Beverages Basic Edition,Coca-Cola,在Vietnam备受好评的Coca-Cola产品，正品保障,/images/products/food_&_beverages/coca-cola_4.jpg,https://example.com/product/PROD34893745,True,2025-02-25,2025-03-28
287,LZD_97092,2,10,64,1,Sharp Model 68 6GB RAM 512GB,Sharp Model 68 6GB RAM 512GB (文莱销售),Sharp,节日特供的Sharp产品，专为东南亚气候设计,/images/products/electronics/sharp_11.jpg,https://lazada.co.id/product/PROD53555722,True,2025-10-29,2025-12-20
288,JD_43828,19,2,69,15,Royal Canin Pet Supplies Deluxe Edition,Royal Canin Pet Supplies Deluxe Edition (泰式销售),Royal Canin,节日特供的Royal Canin产品，本地化适配,/images/products/pet_supplies/royal_canin_5.jpg,https://example.com/product/PROD33539194,True,2025-05-04,2025-05-12
289,TT_VN_93159,28,3,92,11,Faber-Castell Books & Stationery Deluxe Edition,Faber-Castell Books & Stationery Deluxe Edition (越南销售),Faber-Castell,全新上市的Faber-Castell产品，适合热带地区使用,/images/products/books_&_stationery/faber-castell_13.jpg,https://tiktok.com/vn/product/PROD41073248,True,2025-10-29,2025-12-01
290,SH_PH_95695,13,6,82,13,Watson Health & Wellness Deluxe Edition,Watson Health & Wellness Deluxe Edition (菲律宾销售),Watson,节日特供的Watson产品，专为东南亚气候设计,/images/products/health_&_wellness/watson_16.jpg,https://shopee.ph/product/PROD17684329,True,2025-02-17,2025-04-09
291,TIKI_88977,4,3,44,10,Batik Keris Formal T-Shirt,传统传统服饰 - Batik Keris Formal T-Shirt,Batik Keris,Batik Keris品牌畅销产品，符合当地标准,/images/products/traditional_clothing/batik_keris_16.jpg,https://tiki.vn/product/PROD62192336,True,2025-04-30,2025-05-30
292,Q10_90775,17,5,72,2,Nike Sport Pants,Nike Sport Pants (狮城销售),Nike,Nike品牌优质产品，适合本地使用,/images/products/fashion/nike_5.jpg,https://qoo10.sg/product/PROD64252622,True,2025-01-31,2025-02-08
293,LZD_79335,2,9,36,9,Columbia Sports & Outdoors Basic Edition,Columbia Sports & Outdoors Basic Edition (缅甸销售),Columbia,全新上市的Columbia产品，本地化适配,/images/products/sports_&_outdoors/columbia_18.jpg,https://lazada.co.id/product/PROD94864506,False,2025-08-21,2025-08-29
294,PLAT25_62494,25,3,6,1,Toshiba TV with AI Control,Toshiba TV with AI Control (传统销售),Toshiba,Toshiba品牌热门产品，符合当地标准,/images/products/electronics/toshiba_13.jpg,https://example.com/product/PROD84230722,True,2025-04-14,2025-05-19
295,SH_PH_60108,13,6,73,1,Philips Model 81 8GB RAM 256GB,Philips Model 81 8GB RAM 256GB (菲律宾销售),Philips,在Philippines广受欢迎的Philips产品，官方授权,/images/products/electronics/philips_8.jpg,https://shopee.ph/product/PROD35425202,False,2025-08-16,2025-08-26
296,SHOPEE_96676,1,9,93,15,Royal Canin Pet Supplies Standard Edition,Royal Canin Pet Supplies Standard Edition (传统销售),Royal Canin,Royal Canin品牌畅销产品，符合当地标准,/images/products/pet_supplies/royal_canin_6.jpg,https://shopee.co.id/product/PROD24658159,False,2025-06-20,2025-07-03
297,LZD_22352,2,9,43,1,Samsung Model 43 6GB RAM 512GB,Samsung Model 43 6GB RAM 512GB (缅甸销售),Samsung,在Myanmar备受好评的Samsung产品，质量保证,/images/products/electronics/samsung_10.jpg,https://lazada.co.id/product/PROD33438230,False,2025-10-24,2025-11-05
298,PLAT16_57742,16,5,56,5,Index Home & Living Premium Edition,Index Home & Living Premium Edition (新加坡销售),Index,节日特供的Index产品，专为东南亚气候设计,/images/products/home_&_living/index_12.jpg,https://example.com/product/PROD47539794,False,2025-09-04,2025-10-27
299,SHOPEE_73583,1,7,63,13,Blackmores Health & Wellness Deluxe Edition,Blackmores Health & Wellness Deluxe Edition (柬埔寨销售),Blackmores,限时优惠的Blackmores产品，专为东南亚气候设计,/images/products/health_&_wellness/blackmores_5.jpg,https://shopee.co.id/product/PROD79336249,True,2025-05-11,2025-05-12
300,TT_TH_58213,27,2,93,10,Songket Spring Collection Dress,泰式传统服饰 - Songket Spring Collection Dress,Songket,在Thailand备受好评的Songket产品，正品保障,/images/products/traditional_clothing/songket_17.jpg,https://tiktok.com/th/product/PROD84089629,False,2025-10-08,2025-10-22
301,SH_SG_60119,15,5,26,13,Centrum Health & Wellness Deluxe Edition,Centrum Health & Wellness Deluxe Edition (狮城销售),Centrum,限时优惠的Centrum产品，专为东南亚气候设计,/images/products/health_&_wellness/centrum_5.jpg,https://shopee.sg/product/PROD45208471,False,2025-03-29,2025-04-30
302,LZD_50283,2,10,55,5,Tupperware Home & Living Basic Edition,Tupperware Home & Living Basic Edition (传统销售),Tupperware,在Brunei广受欢迎的Tupperware产品，质量保证,/images/products/home_&_living/tupperware_14.jpg,https://lazada.co.id/product/PROD76346322,True,2025-02-07,2025-04-01
303,SHOPEE_20909,1,10,74,12,PlayStation Toys & Games Deluxe Edition,PlayStation Toys & Games Deluxe Edition (文莱销售),PlayStation,PlayStation品牌畅销产品，东南亚市场专供,/images/products/toys_&_games/playstation_16.jpg,https://shopee.co.id/product/PROD99380242,False,2025-06-21,2025-08-10
304,SH_TH_31857,6,2,92,2,Levis Spring Collection Dress,Levis Spring Collection Dress (泰国销售),Levis,在Thailand销量领先的Levis产品，质量保证,/images/products/fashion/levis_17.jpg,https://shopee.co.th/product/PROD56762218,True,2025-07-16,2025-07-26
305,SH_MY_42729,11,4,23,8,Pocky Food & Beverages Deluxe Edition,马来西亚Pocky Food & Beverages Deluxe Edition,Pocky,限时优惠的Pocky产品，本地化适配,/images/products/food_&_beverages/pocky_6.jpg,https://shopee.com.my/product/PROD17786520,False,2025-07-30,2025-08-17
306,SH_MY_93055,11,4,63,10,Batik Parang Sport T-Shirt,传统传统服饰 - Batik Parang Sport T-Shirt,Batik Parang,Batik Parang品牌畅销产品，适合本地使用,/images/products/traditional_clothing/batik_parang_12.jpg,https://shopee.com.my/product/PROD10371861,False,2025-07-27,2025-09-01
307,SH_MY_91001,11,4,39,5,Lock&Lock Home & Living Deluxe Edition,Lock&Lock Home & Living Deluxe Edition (传统销售),Lock&Lock,节日特供的Lock&Lock产品，本地化适配,/images/products/home_&_living/lock&lock_15.jpg,https://shopee.com.my/product/PROD62309199,True,2025-11-11,2025-12-01
308,SHOPEE_28381,1,9,51,7,Huda Beauty Makeup Deluxe Edition,Huda Beauty Makeup Deluxe Edition 缅甸版,Huda Beauty,在Myanmar销量领先的Huda Beauty产品，官方授权,/images/products/makeup/huda_beauty_13.jpg,https://shopee.co.id/product/PROD42593826,False,2025-08-30,2025-09-20
309,PLAT14_59667,14,6,33,14,Castrol Automotive Premium Edition,Castrol Automotive Premium Edition (菲式销售),Castrol,节日特供的Castrol产品，适合热带地区使用,/images/products/automotive/castrol_4.jpg,https://example.com/product/PROD47129900,True,2025-11-30,2025-12-05
310,LZD_12683,2,10,85,6,Neutrogena Sunscreen & Skincare Deluxe Edition,Neutrogena Sunscreen & Skincare Deluxe Edition 文莱版,Neutrogena,在Brunei备受好评的Neutrogena产品，质量保证,/images/products/sunscreen_&_skincare/neutrogena_19.jpg,https://lazada.co.id/product/PROD70538698,False,2025-05-01,2025-06-11
311,SH_TH_48334,6,2,17,8,Coca-Cola Food & Beverages Deluxe Edition,泰国Coca-Cola Food & Beverages Deluxe Edition,Coca-Cola,Coca-Cola品牌优质产品，东南亚市场专供,/images/products/food_&_beverages/coca-cola_5.jpg,https://shopee.co.th/product/PROD42261471,False,2025-02-20,2025-03-05
312,SH_PH_64237,13,6,55,12,Nintendo Toys & Games Standard Edition,Nintendo Toys & Games Standard Edition (传统销售),Nintendo,Nintendo品牌经典产品，东南亚市场专供,/images/products/toys_&_games/nintendo_11.jpg,https://shopee.ph/product/PROD34583319,False,2025-05-10,2025-07-01
313,SHOPEE_19228,1,1,50,11,Oxford Books & Stationery Deluxe Edition,Oxford Books & Stationery Deluxe Edition (传统销售),Oxford,限时优惠的Oxford产品，适合热带地区使用,/images/products/books_&_stationery/oxford_12.jpg,https://shopee.co.id/product/PROD66660538,False,2025-01-26,2025-01-29
314,PLAT23_61059,23,4,77,9,Decathlon Sports & Outdoors Standard Edition,Decathlon Sports & Outdoors Standard Edition (大马销售),Decathlon,全新上市的Decathlon产品，适合热带地区使用,/images/products/sports_&_outdoors/decathlon_15.jpg,https://example.com/product/PROD73932305,True,2025-02-06,2025-03-16
315,PLAT29_45037,29,5,83,15,Whiskas Pet Supplies Basic Edition,Whiskas Pet Supplies Basic Edition (优质销售),Whiskas,在Singapore备受好评的Whiskas产品，官方授权,/images/products/pet_supplies/whiskas_19.jpg,https://example.com/product/PROD55672254,False,2025-07-15,2025-09-03
316,PLAT9_48367,9,3,96,5,IKEA Home & Living Deluxe Edition,IKEA Home & Living Deluxe Edition (越南销售),IKEA,全新上市的IKEA产品，本地化适配,/images/products/home_&_living/ikea_2.jpg,https://example.com/product/PROD30553306,False,2025-03-26,2025-05-11
317,BUKA_27401,8,1,52,2,Nike Casual Shoes,Nike Casual Shoes (本土销售),Nike,节日特供的Nike产品，专为东南亚气候设计,/images/products/fashion/nike_5.jpg,https://bukalapak.com/product/PROD14741215,False,2025-10-28,2025-11-26
318,SHOPEE_88769,1,7,5,3,Samsung Mobile Phones Standard Edition,Samsung Mobile Phones Standard Edition (高棉销售),Samsung,节日特供的Samsung产品，适合热带地区使用,/images/products/mobile_phones/samsung_13.jpg,https://shopee.co.id/product/PROD70923580,True,2025-10-09,2025-11-22
319,SHOPEE_33261,1,8,10,7,NYX Makeup Deluxe Edition,NYX Makeup Deluxe Edition 传统版,NYX,限时优惠的NYX产品，专为东南亚气候设计,/images/products/makeup/nyx_2.jpg,https://shopee.co.id/product/PROD46156365,False,2025-06-28,2025-08-24
320,SH_TH_14334,6,2,15,15,Purina Pet Supplies Standard Edition,Purina Pet Supplies Standard Edition (泰式销售),Purina,Purina品牌优质产品，符合当地标准,/images/products/pet_supplies/purina_9.jpg,https://shopee.co.th/product/PROD22764898,True,2025-08-29,2025-09-30
321,SH_MY_54102,11,4,57,6,Wardah Sunscreen & Skincare Premium Edition,Wardah Sunscreen & Skincare Premium Edition 传统版,Wardah,在Malaysia广受欢迎的Wardah产品，官方授权,/images/products/sunscreen_&_skincare/wardah_4.jpg,https://shopee.com.my/product/PROD20787876,True,2025-06-04,2025-06-12
322,SHOPEE_12620,1,9,31,6,Biore Sunscreen & Skincare Deluxe Edition,Biore Sunscreen & Skincare Deluxe Edition 缅甸版,Biore,节日特供的Biore产品，专为东南亚气候设计,/images/products/sunscreen_&_skincare/biore_14.jpg,https://shopee.co.id/product/PROD58846287,True,2025-05-30,2025-06-27
